plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,latitude,longitude
KPA5816,NY,PAS,8941782090,2021-07-10,10,46A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVZelJOYWtFMVRVRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"W Harlem River Dr ,  400ft N/of W 155th S , NY",40.8309147,-73.9414249
JRY6927,NY,PAS,8951439471,2021-09-28,13,28P,FEEDING METER,NA,65,0,0,0,0,65,034,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVVWHBQVkZFelRWRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,"S Dyckman St ,  125ft E/of Nagle Ave , NY",40.8609685,-73.9252991
JBT9833,NY,PAS,8848840425,2021-10-02,7,15A,FIRE HYDRANT,NA,115,0,0,0,115,0,111,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOUVaekJOUkZGNVRsRTlQUT09&locationName=_____________________),Saturday,2021,10,2,"212-04 42nd Ave ,   , NY",40.7622957,-73.7719865
KLM7634,NY,PAS,8797747385,2021-10-04,9,07A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNTZZekJPZWswMFRsRTlQUT09&locationName=_____________________),Monday,2021,10,4,"67-46 161st St ,   , NY",40.7323575,-73.8083166
HSS8143,NY,PAS,8962883375,2021-10-02,11,06A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFaelJOZWswelRsRTlQUT09&locationName=_____________________),Saturday,2021,10,2,"N Butler Pl ,  100ft W/of Commerce , NY",40.6751207,-73.9682075
KFN7487,NY,PAS,8859995279,2021-08-13,24,36P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,35,0,0,110,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOVVhelZPVkVrelQxRTlQUT09&locationName=_____________________),Friday,2021,8,13,"40-30 75th St ,   , NY",40.746069,-73.8906389
KLF8040,NY,PAS,8973596883,2021-10-20,6,23A,CROSSWALK,NA,115,0,0,0,0,115,061,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZWVFZPYW1jMFRYYzlQUT09&locationName=_____________________),Wednesday,2021,10,20,"S Brighton 13th St ,  0ft E/of Oceanview A , NY",40.5796364,-73.9554242
KDP7068,NY,PAS,8890819273,2021-08-27,8,24A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,040,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hQVkVrelRYYzlQUT09&locationName=_____________________),Friday,2021,8,27,"675 Morris Ave ,   , NY",40.8208282,-73.9214117
KHA3410,NY,PAS,8942198831,2021-08-19,8,04A,BEYOND MARKED SPACE,NA,45,0,0,0,0,45,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFSVFZQUkdkNlRWRTlQUT09&locationName=_____________________),Thursday,2021,8,19,"123 Dyckman St ,   , NY",40.8625649,-73.9250801
KJW2976,NY,PAS,8941645189,2021-10-08,6,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVXVEJPVkVVMFQxRTlQUT09&locationName=_____________________),Friday,2021,10,8,"109 Manhattan Ave ,   , NY",40.7977052,-73.9624213
JEZ9150,NY,PAS,8879597218,2021-09-17,9,07A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,110,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVWVFZPZWtsNFQwRTlQUT09&locationName=_____________________),Friday,2021,9,17,"104-58 46th Ave ,   , NY",40.7468115,-73.857821
JBG3579,NY,PAS,8889095738,2021-10-13,10,38A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,109,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVRVFZPVkdONlQwRTlQUT09&locationName=_____________________),Wednesday,2021,10,13,"136-21 41st Ave ,   , NY",40.7589273,-73.8287735
GMK8605,NY,PAS,8916921533,2021-08-02,14,06P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,100,Queens,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNXFhM2xOVkZWNlRYYzlQUT09&locationName=_____________________),Monday,2021,8,2,"6226 Burchell Rd ,   , NY",40.5967588,-73.7922346
JLV3576,NY,PAS,8541596266,2021-08-09,7,25A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FMVVWVFZPYWtreVRtYzlQUT09&locationName=_____________________),Monday,2021,8,9,"N 30th Ave ,  5ft W/of Welling Ct , NY",40.7597184,-73.9007852
JPU7799,NY,PAS,8704490174,2021-08-11,14,35P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,35,0,0,108,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVVVFZOUkVVelRrRTlQUT09&locationName=_____________________),Wednesday,2021,8,11,"46-15 48th Ave ,   , NY",40.739464,-73.918762
KKU3631,NY,PAS,8986727766,2021-07-08,7,45A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,090,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFZM2xPZW1NeVRtYzlQUT09&locationName=_____________________),Thursday,2021,7,8,"174 S 3rd St ,   , NY",40.7117497,-73.9608573
HFA9493,NY,PAS,1483287063,2021-07-12,5,57A,OBSTRUCTING DRIVEWAY,NA,95,0,0,0,0,95,044,Bronx,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZTVFJPZWtFeVRYYzlQUT09&locationName=_____________________),Monday,2021,7,12,"100 W 163 ST ,   , NY",40.83193,-73.9294025
JMU4270,NY,PAS,8949832094,2021-09-17,8,38A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVaM3BOYWtFMVRrRTlQUT09&locationName=_____________________),Friday,2021,9,17,"232 W 120th St ,   , NY",40.806205,-73.9521698
JLV6871,NY,PAS,8965930698,2021-09-15,8,42A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVhM3BOUkZrMVQwRTlQUT09&locationName=_____________________),Wednesday,2021,9,15,"2357 Washington Ave ,   , NY",40.8567607,-73.8921354
JMD5094,NY,PAS,8901076202,2021-10-07,16,19P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,105,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVRVE5PYWtsM1RXYzlQUT09&locationName=_____________________),Thursday,2021,10,7,"143-44 257th St ,   , NY",40.659032,-73.729273
JHM6067,NY,PAS,8850874741,2021-10-15,8,46A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVaek5PUkdNd1RWRTlQUT09&locationName=_____________________),Friday,2021,10,15,"101-41 125th St ,   , NY",40.6903553,-73.8201212
KDD2913,NY,PAS,8979885611,2021-10-22,24,31P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVaelJPVkZsNFRWRTlQUT09&locationName=_____________________),Friday,2021,10,22,"723 E 27th St ,   , NY",40.632856,-73.9505586
KRN7101,NY,PAS,8895684310,2021-08-19,14,54P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVXVFJPUkUxNFRVRTlQUT09&locationName=_____________________),Thursday,2021,8,19,"102-33 184th St ,   , NY",40.7062782,-73.7730091
HYJ7016,NY,PAS,8886902797,2021-08-17,24,41P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,090,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNXFhM2ROYW1NMVRuYzlQUT09&locationName=_____________________),Tuesday,2021,8,17,"225 S 2nd St ,   , NY",40.7121606,-73.9585641
KEW8551,NY,PAS,8835692970,2021-08-10,1,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNVVXVFZOYW1zelRVRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,"25-70 38th St ,   , NY",40.7667049,-73.9140501
KLE2383,NY,PAS,8965431610,2021-09-30,13,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVVWHBOVkZsNFRVRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"2460 University Ave ,   , NY",40.8646278,-73.903419
JHN4708,NY,PAS,8855386270,2021-07-03,8,14A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVUVFJPYWtrelRVRTlQUT09&locationName=_____________________),Saturday,2021,7,3,"33-26 82nd St ,   , NY",40.7547998,-73.8853749
JJG8027,NY,PAS,8972477503,2021-07-30,16,24P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,078,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFVVE5PZWxWM1RYYzlQUT09&locationName=_____________________),Friday,2021,7,30,"436 4th Ave ,   , NY",40.6709641,-73.9888372
KFM1822,NY,PAS,8836834942,2021-09-29,8,27A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNXFaM3BPUkdzd1RXYzlQUT09&locationName=_____________________),Wednesday,2021,9,29,"3145 96th St ,   , NY",40.7592602,-73.8723435
JGK5922,NY,PAS,8922288097,2021-07-02,15,13P,NO PARKING-DAY/TIME LIMITS,NA,65,0,0,0,0,65,007,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMXFTVFJQUkVFMVRuYzlQUT09&locationName=_____________________),Friday,2021,7,2,"N Water St ,  60ft W/of Jackson St , NY",40.7033283,-74.0101429
JNB9258,NY,PAS,2002561084,2021-10-21,8,51A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,000,Manhattan,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFWVEpOVkVFMFRrRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"358 WEST 48 STREET ,   , NY",40.7619948,-73.989575
JLT6101,NY,PAS,8889858758,2021-09-30,17,33P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,111,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVaekZQUkdNeFQwRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"W 193rd St ,  60ft N/of Northern B , NY",40.8568363,-73.9282572
JJB2930,NY,PAS,8990133804,2021-08-04,24,27P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,094,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVSWHBOZW1kM1RrRTlQUT09&locationName=_____________________),Wednesday,2021,8,4,"92 N 6th St ,   , NY",40.7186479,-73.9607581
KKX5725,NY,PAS,8983838358,2021-09-29,11,08A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZaM3BQUkUweFQwRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"822 Utica Ave ,   , NY",40.6530233,-73.9307209
HVN2239,NY,PAS,8977323873,2021-07-26,11,41A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZUWGxOZW1jelRYYzlQUT09&locationName=_____________________),Monday,2021,7,26,"1276 47th St ,   , NY",40.6361862,-73.9912556
JRB2465,NY,PAS,8858519115,2021-08-11,6,46A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,100,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGhQVkVWNFRsRTlQUT09&locationName=_____________________),Wednesday,2021,8,11,"334 Beach 56th St ,   , NY",40.593429,-73.7857678
GYK6297,NY,PAS,8858529248,2021-09-29,5,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGxQVkVrd1QwRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"65-44 162nd St ,   , NY",40.7353415,-73.8070503
HYV7234,NY,PAS,8992879556,2021-07-07,17,06P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,073,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFaek5QVkZVeFRtYzlQUT09&locationName=_____________________),Wednesday,2021,7,7,"661 Ralph Ave ,   , NY",40.6666654,-73.9223897
HZN4197,NY,PAS,8903521687,2021-06-29,8,37A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,109,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMTZWWGxOVkZrMFRuYzlQUT09&locationName=_____________________),Tuesday,2021,6,29,"55-28 Main St ,   , NY",40.7484896,-73.8262954
KRZ8238,NY,PAS,4019906336,2021-10-04,18,31P,BUS LANE VIOLATION,NA,50,0,0,0,0,50,000,Manhattan,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFOVVhM2RPYWsxNlRtYzlQUT09&locationName=_____________________),Monday,2021,10,4,"0 EB W 181ST ST @ WADS ,  WORTH AVE , NY",40.849609,-73.9350493
JNR8259,NY,PAS,8834098730,2021-09-16,9,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,120,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNUVRVFZQUkdONlRVRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"E Randall Ave ,  50ft N/of Forest Ave , NY",40.6328551,-74.0991392
HGM5430,NY,PAS,8865649290,2021-10-14,19,35P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,112,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNVVXVEJQVkVrMVRVRTlQUT09&locationName=_____________________),Thursday,2021,10,14,"107-18 71st Ave ,   , NY",40.7205763,-73.8441372
JKW9592,NY,PAS,1481685818,2021-10-07,15,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMVVXVFJPVkdkNFQwRTlQUT09&locationName=_____________________),Thursday,2021,10,7,"2 WOODRUFF AVENUE ,   , NY",40.6525852,-73.9652666
CWE9692,NY,PAS,8870305545,2021-10-26,15,15P,REG STICKER-MUTILATED/C'FEIT,NA,65,0,0,0,0,65,108,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVUWGRPVkZVd1RsRTlQUT09&locationName=_____________________),Tuesday,2021,10,26,"N 48th Ave ,  15ft W/of Center Blv , NY",40.738632,-73.9083293
EPF5659,NY,PAS,8927167867,2021-09-10,7,48A,NO STANDING-COMM METER ZONE,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNTZSVEpPZW1jeVRuYzlQUT09&locationName=_____________________),Friday,2021,9,10,"N E 51st St ,  80ft W/of Lexington , NY",40.7565061,-73.9704172
KEV9881,NY,PAS,8951831632,2021-10-03,11,58A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVaM3BOVkZsNlRXYzlQUT09&locationName=_____________________),Sunday,2021,10,3,"2108 Adam Clayton Powell ,   , NY",40.8095145,-73.948333
JHJ4001,NY,PAS,8980987511,2021-10-11,11,34A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMUVhelJPZWxWNFRWRTlQUT09&locationName=_____________________),Monday,2021,10,11,"W E 15th St ,  20ft N/of Avenue M , NY",40.6060658,-73.9577819
DKY1828,NY,PAS,8961899995,2021-10-26,24,28P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVaelZQVkdzMVRsRTlQUT09&locationName=_____________________),Tuesday,2021,10,26,"311 E 188th St ,   , NY",40.8608174,-73.8947583
HPC8893,NY,PAS,8957897094,2021-08-20,6,29A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,115,0,0,042,Bronx,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZaelZPZWtFMVRrRTlQUT09&locationName=_____________________),Friday,2021,8,20,"E Park Ave ,  120ft S/of E 168th S , NY",40.7804058,-73.9558767
JJX4323,NY,PAS,1485248577,2021-09-26,22,19P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,102,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVTVEJQUkZVelRuYzlQUT09&locationName=_____________________),Sunday,2021,9,26,"84-12 89 AVE ,   , NY",40.688937,-73.858244
KRB1733,NY,PAS,8869014666,2021-09-15,14,07P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,049,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOVVRWGhPUkZreVRtYzlQUT09&locationName=_____________________),Wednesday,2021,9,15,"2161 Wilson Ave ,   , NY",40.8588418,-73.8496131
HSB1457,NY,PAS,8994165605,2021-07-27,15,44P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,073,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVSVEpPVkZsM1RsRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"2214 Strauss St ,   , NY",40.6596154,-73.914257
KEP5863,NY,PAS,8896716974,2021-09-23,8,11A,FIRE HYDRANT,NA,115,0,0,0,0,115,050,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFZM2hPYW1zelRrRTlQUT09&locationName=_____________________),Thursday,2021,9,23,"6393 Broadway ,   , NY",40.9027995,-73.8966899
EKH2093,NY,PAS,8901856475,2021-09-08,10,06A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,35,0,0,122,Staten Island,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVaekZPYWxFelRsRTlQUT09&locationName=_____________________),Wednesday,2021,9,8,"66 New Dorp Plz South ,   , NY",40.5731232,-74.1171599
