plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,vehicle_body_type,vehicle_year,house_street,geo_nyc_address,google_address,new_url,coordinates,lat,long
KKM1612,NY,PAS,8943861886,2021-06-04,8,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZaekpOVkdjMFRtYzlQUT09&locationName=_____________________),Friday,2021,6,4,NA,NA,NA,"453 HINSDALE STREET, 900FT N/OF 41ST ST,MANHATTAN","453 Hinsdale St,900ft N/of 41st St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=453 HINSDALE STREET, 900FT N/OF 41ST ST,MANHATTAN&size=50",,40.663909,-73.898205
HWU1562,NY,PAS,8943873141,2021-08-26,24,02P,FIRE HYDRANT,NA,115,0,0,0,30,85,034,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZaek5OZWtVd1RWRTlQUT09&locationName=_____________________),Thursday,2021,8,26,4DSD,2017,101 Audubon Ave,"147-16 97TH AVENUE, 20TH STREET, MANHATTAN","147-16 97th Ave,20TH ST,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=147-16 97TH AVENUE, 20TH STREET, MANHATTAN&size=50",,40.697334,-73.805071
KKY4934,NY,PAS,8943976276,2021-07-21,24,31P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZhek5PYWtrelRtYzlQUT09&locationName=_____________________),Wednesday,2021,7,21,PICK,2021,169 E 90th St,"1427 CROES AVENUE, 5FT S/OF 90TH AVE,MANHATTAN","1427 Croes Ave,5ft S/of 90th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1427 CROES AVENUE, 5FT S/OF 90TH AVE,MANHATTAN&size=50",,40.83554,-73.872317
GVJ7466,NY,PAS,8944284120,2021-10-20,6,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVTVFJPUkVWNVRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,SUBN,2015,651 W 190th St,"355 BARD AVENUE, 160FT N/OF JENNINGS,MANHATTAN","355 Bard Ave,160ft N/of Jennings,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=355 BARD AVENUE, 160FT N/OF JENNINGS,MANHATTAN&size=50",,40.635669,-74.105863
JER2058,NY,PAS,8944428372,2021-07-27,8,36A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVVWGxQUkUwelRXYzlQUT09&locationName=_____________________),Tuesday,2021,7,27,4DSD,2005,N W 88th St,"60-70 WOODHAVEN BOULEVARD, 25FT W/OF 61ST STREET, MANHATTAN","60-70 Woodhaven Blvd,25ft W/of 61st St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=60-70 WOODHAVEN BOULEVARD, 25FT W/OF 61ST STREET, MANHATTAN&size=50",,40.73013,-73.871977
KGH3964,NY,PAS,8944517095,2021-08-02,8,47A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVWWGhPZWtFMVRsRTlQUT09&locationName=_____________________),Monday,2021,8,2,4DSD,2017,507 W 168th St,"163 E 64TH STREET, 60FT W/OF 114TH ST,MANHATTAN","163 E 64th St,60ft W/of 114th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=163 E 64TH STREET, 60FT W/OF 114TH ST,MANHATTAN&size=50",,40.765325,-73.965236
JNA5461,NY,PAS,8944750865,2021-02-23,15,54P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVZekZOUkdjeVRsRTlQUT09&locationName=_____________________),Tuesday,2021,2,23,NA,NA,NA,"161-26 84TH AVENUE, 20FT E/OF AVENUE A,MANHATTAN","161-26 84th Ave,20ft E/of Avenue A,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=161-26 84TH AVENUE, 20FT E/OF AVENUE A,MANHATTAN&size=50",,40.714938,-73.803569
JBH2293,NY,PAS,8944931380,2021-10-06,10,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVhM3BOVkUwMFRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,6,SUBN,2021,161 Freedom Pl,"S 89TH AVENUE, 20FT S/OF SANFORDAVENUE, MANHATTAN","S 89th Ave,20ft S/of Sanford Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=S 89TH AVENUE, 20FT S/OF SANFORDAVENUE, MANHATTAN&size=50",,40.73267,-74.003006
KLW1292,NY,PAS,8944980123,2021-10-12,10,51A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVhelJOUkVWNVRYYzlQUT09&locationName=_____________________),Tuesday,2021,10,12,SUBN,2018,321 W 88th St,"S 25TH AVENUE, 90FT S/OF WOODHULL A,MANHATTAN","S 25th Ave,90ft S/of Woodhull A,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=S 25TH AVENUE, 90FT S/OF WOODHULL A,MANHATTAN&size=50",,40.708119,-74.018054
HUE9229,NY,PAS,8945134992,2021-10-20,10,47A,FIRE HYDRANT,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVSWHBPUkdzMVRXYzlQUT09&locationName=_____________________),Wednesday,2021,10,20,PICK,2017,1 W 64th St,"W WEST STREET, 75FT E/OF LEXINGTON,MANHATTAN","W West St,75ft E/of Lexington,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W WEST STREET, 75FT E/OF LEXINGTON,MANHATTAN&size=50",,40.724726,-74.010795
JJC2917,NY,PAS,8945154061,2021-03-13,7,27A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVSVEZPUkVFeVRWRTlQUT09&locationName=_____________________),Saturday,2021,3,13,NA,NA,NA,"527 W 29TH STREET, 15FT W/OF BRADFORD S,MANHATTAN","527 W 29th St,15ft W/of Bradford S,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=527 W 29TH STREET, 15FT W/OF BRADFORD S,MANHATTAN&size=50",,40.752214,-74.002678
HGM9724,NY,PAS,8945555122,2021-07-23,9,44A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVWVEZPVkVWNVRXYzlQUT09&locationName=_____________________),Friday,2021,7,23,PICK,2020,49 W 127th St,"375 BARTLETT AVENUE, 160FT E/OF AVENUE D,MANHATTAN","375 Bartlett Ave,160ft E/of Avenue D,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=375 BARTLETT AVENUE, 160FT E/OF AVENUE D,MANHATTAN&size=50",,40.557309,-74.167839
GTX9558,NY,PAS,8945565942,2021-09-08,9,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVWVEpPVkdzd1RXYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,4DSD,2015,200 W 124th St,"W 126TH STREET, 30FT E/OF YELLOWSTON,MANHATTAN","W 126th St,30ft E/of Yellowston,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W 126TH STREET, 30FT E/OF YELLOWSTON,MANHATTAN&size=50",,40.810842,-73.95136
JRD6625,NY,PAS,8945827791,2021-07-07,8,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVaM2xPZW1NMVRWRTlQUT09&locationName=_____________________),Wednesday,2021,7,7,4DSD,2012,521 W 151st St,"423 STERLING PLACE, 60FT S/OF DELANCEY S,MANHATTAN","423 Sterling Pl,60ft S/of Delancey S,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=423 STERLING PLACE, 60FT S/OF DELANCEY S,MANHATTAN&size=50",,40.674962,-73.964055
JKV6926,NY,PAS,8945832713,2021-08-09,6,22A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVaM3BOYW1ONFRYYzlQUT09&locationName=_____________________),Monday,2021,8,9,SUBN,2019,117 W 120th St,"37-03 BROADWAY,15FT N/OF W HOUSTON,MANHATTAN","37-03 Broadway,15ft N/of W Houston,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=37-03 BROADWAY,15FT N/OF W HOUSTON,MANHATTAN&size=50",,40.759773,-73.920274
KFD1629,NY,PAS,8945868264,2021-07-06,9,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVaekpQUkVreVRrRTlQUT09&locationName=_____________________),Tuesday,2021,7,6,4DSD,2014,161 E 89th St,"25-76 47TH STREET, 15FT N/OF FRANKLIN S,MANHATTAN","25-76 47th St,15ft N/of Franklin S,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=25-76 47TH STREET, 15FT N/OF FRANKLIN S,MANHATTAN&size=50",,40.76353,-73.907831
JJK4912,NY,PAS,8945927049,2021-09-25,7,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVhM2xPZWtFd1QxRTlQUT09&locationName=_____________________),Saturday,2021,9,25,SUBN,2018,425 E 81st St,"42 W 56TH STREET, 55FT E/OF CENTER BLV,MANHATTAN","42 W 56th St,55ft E/of Center Blv,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=42 W 56TH STREET, 55FT E/OF CENTER BLV,MANHATTAN&size=50",,40.762987,-73.976587
KJH3805,NY,PAS,8946019657,2021-05-28,7,24A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFRWGhQVkZreFRuYzlQUT09&locationName=_____________________),Friday,2021,5,28,NA,NA,NA,"64 E TREMONT AVENUE, 40FT S/OF FOREST AVE,MANHATTAN","64 E Tremont Ave,40ft S/of Forest Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=64 E TREMONT AVENUE, 40FT S/OF FOREST AVE,MANHATTAN&size=50",,40.85075,-73.908014
HFL3845,NY,PAS,8946422658,2021-07-20,24,37P,FIRE HYDRANT,NA,115,0,0,0,115,0,033,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFVWGxOYWxreFQwRTlQUT09&locationName=_____________________),Tuesday,2021,7,20,SUBN,2014,4139 Broadway,"8387 WOODHAVEN BOULEVARD, VANDERBILT STREET, MANHATTAN","8387 Woodhaven Blvd,VANDERBILT ST,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=8387 WOODHAVEN BOULEVARD, VANDERBILT STREET, MANHATTAN&size=50",,40.698233,-73.85232
JHA9404,NY,PAS,8946512271,2021-04-28,11,19A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFWWGhOYWtrelRWRTlQUT09&locationName=_____________________),Wednesday,2021,4,28,NA,NA,NA,"20-25 CRESCENT STREET, 20FT W/OF BROADWAY,MANHATTAN","20-25 Crescent St,20ft W/of Broadway,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=20-25 CRESCENT STREET, 20FT W/OF BROADWAY,MANHATTAN&size=50",,40.78164,-73.910542
JKH8205,NY,PAS,8946631569,2021-08-01,8,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,023,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFXWHBOVkZVeVQxRTlQUT09&locationName=_____________________),Sunday,2021,8,1,SUBN,2013,N E 102nd St,"311 E 188TH STREET, 0FT N/OF 120TH AVENUE, MANHATTAN","311 E 188th St,0ft N/of 120th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=311 E 188TH STREET, 0FT N/OF 120TH AVENUE, MANHATTAN&size=50",,40.860804,-73.894777
KHB9491,NY,PAS,8946650837,2021-03-09,10,15A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFXVEZOUkdkNlRuYzlQUT09&locationName=_____________________),Tuesday,2021,3,9,NA,NA,NA,"203 E 29TH STREET, 40FT E/OF MADISONAVENUE, MANHATTAN","203 E 29th St,40ft E/of Madison Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=203 E 29TH STREET, 40FT E/OF MADISONAVENUE, MANHATTAN&size=50",,40.742491,-73.979871
JNV2124,NY,PAS,8946699188,2021-09-05,24,18P,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFXVFZQVkVVMFQwRTlQUT09&locationName=_____________________),Sunday,2021,9,5,SUBN,2020,160 W 142nd St,"80 LAFAYETTE STREET, 33FT W/OF PARK AVENUE, MANHATTAN","80 Lafayette St,33ft W/of Park Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=80 LAFAYETTE STREET, 33FT W/OF PARK AVENUE, MANHATTAN&size=50",,40.717249,-74.002094
JFN3382,NY,PAS,8946962367,2021-05-21,10,11A,FIRE HYDRANT,NA,115,0,0,0,0,115,025,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFhekpOYWsweVRuYzlQUT09&locationName=_____________________),Friday,2021,5,21,NA,NA,NA,"1316 MORRIS AVENUE, 100FT W/OF MOTHER GA,MANHATTAN","1316 Morris Ave,100ft W/of Mother Ga,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1316 MORRIS AVENUE, 100FT W/OF MOTHER GA,MANHATTAN&size=50",,40.835982,-73.912255
KEH4482,NY,PAS,8947003700,2021-03-10,11,05A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZRWGROZW1OM1RVRTlQUT09&locationName=_____________________),Wednesday,2021,3,10,NA,NA,NA,"40 E 35TH STREET, 3FT W/OF BROADWAY,MANHATTAN","40 E 35th St,3ft W/of Broadway,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=40 E 35TH STREET, 3FT W/OF BROADWAY,MANHATTAN&size=50",,40.74781,-73.981545
JPN9947,NY,PAS,8947207810,2021-05-20,9,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,025,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZTWGRPZW1kNFRVRTlQUT09&locationName=_____________________),Thursday,2021,5,20,NA,NA,NA,"17 E 37TH STREET, 10FT E/OF ADAM CLAYT,MANHATTAN","17 E 37th St,10ft E/of Adam Clayt,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=17 E 37TH STREET, 10FT E/OF ADAM CLAYT,MANHATTAN&size=50",,40.750007,-73.981996
JPA5095,NY,PAS,8947384938,2021-09-29,11,06A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZUVFJPUkd0NlQwRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,4DSD,2013,150 Haven Ave,"160 W 28TH STREET, 10FT E/OF AMSTERDAM,MANHATTAN","160 W 28th St,10ft E/of Amsterdam,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=160 W 28TH STREET, 10FT E/OF AMSTERDAM,MANHATTAN&size=50",,40.746764,-73.993193
HEJ3656,NY,PAS,8947413331,2021-05-10,10,52A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZVWGhOZWsxNlRWRTlQUT09&locationName=_____________________),Monday,2021,5,10,NA,NA,NA,"350 W 38TH STREET, 10FT E/OF FREDERICK,MANHATTAN","350 W 38th St,10ft E/of Frederick,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=350 W 38TH STREET, 10FT E/OF FREDERICK,MANHATTAN&size=50",,40.755483,-73.994056
GWG6787,NY,PAS,8947540705,2021-08-26,24,34P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZWVEJOUkdOM1RsRTlQUT09&locationName=_____________________),Thursday,2021,8,26,PICK,2018,N E 88th St,"2 W 45TH STREET, 65FT S/OF E 88TH ST,MANHATTAN","2 W 45th St,65ft S/of E 88th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2 W 45TH STREET, 65FT S/OF E 88TH ST,MANHATTAN&size=50",,40.75546,-73.980217
KMB6430,NY,PAS,8947691069,2021-10-27,10,57A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZXVFZOVkVFeVQxRTlQUT09&locationName=_____________________),Wednesday,2021,10,27,NA,NA,NA,"606 8TH AVENUE, 25FT E/OF WADSWORTH,MANHATTAN","606 8th Ave,25ft E/of Wadsworth,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=606 8TH AVENUE, 25FT E/OF WADSWORTH,MANHATTAN&size=50",,40.755426,-73.990746
HXR7257,NY,PAS,8948054922,2021-05-17,10,34A,FIRE HYDRANT,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVRVEZPUkd0NVRXYzlQUT09&locationName=_____________________),Monday,2021,5,17,NA,NA,NA,"311 EASTERN PARKWAY, 10FT N/OF E 67TH STREET, MANHATTAN","311 Eastern Pky,10ft N/of E 67th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=311 EASTERN PARKWAY, 10FT N/OF E 67TH STREET, MANHATTAN&size=50",,40.671221,-73.958566
JRV3432,NY,PAS,8948319486,2021-08-04,24,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVUWGhQVkZFMFRtYzlQUT09&locationName=_____________________),Wednesday,2021,8,4,SUBN,2009,N W 92nd St,"320 E 20TH STREET, 20FT S/OF W 77TH ST,MANHATTAN","320 E 20th St,20ft S/of W 77th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=320 E 20TH STREET, 20FT S/OF W 77TH ST,MANHATTAN&size=50",,40.735509,-73.981548
HZU2711,NY,PAS,8948800243,2021-02-17,10,08A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVaM2ROUkVrd1RYYzlQUT09&locationName=_____________________),Wednesday,2021,2,17,NA,NA,NA,"522 W 44TH STREET, 70FT E/OF SPOFFORD A,MANHATTAN","522 W 44th St,70ft E/of Spofford A,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=522 W 44TH STREET, 70FT E/OF SPOFFORD A,MANHATTAN&size=50",,40.761195,-73.996138
JNP2060,NY,PAS,8949543382,2021-09-02,18,10P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVWVEJOZWswMFRXYzlQUT09&locationName=_____________________),Thursday,2021,9,2,SUBN,2006,N E 93rd St,"225 W 37TH STREET, 15FT S/OF E BURNSIDE,MANHATTAN","225 W 37th St,15ft S/of E Burnside,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=225 W 37TH STREET, 15FT S/OF E BURNSIDE,MANHATTAN&size=50",,40.753643,-73.990416
KJJ2471,NY,PAS,8949664641,2021-04-10,7,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVXVEpPUkZrd1RWRTlQUT09&locationName=_____________________),Saturday,2021,4,10,NA,NA,NA,"545 W 30TH STREET, 20FT W/OF PARK AVENUE, MANHATTAN","545 W 30th St,20ft W/of Park Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=545 W 30TH STREET, 20FT W/OF PARK AVENUE, MANHATTAN&size=50",,40.753337,-74.002811
JRM2762,NY,PAS,8949832021,2021-09-17,8,05A,FIRE HYDRANT,NA,115,0,0,0,0,115,023,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVaM3BOYWtGNVRWRTlQUT09&locationName=_____________________),Friday,2021,9,17,4DSD,2018,N W 119th St,"330 E 39TH STREET, 15FT E/OF COLLEGEAVENUE, MANHATTAN","330 E 39th St,15ft E/of College Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=330 E 39TH STREET, 15FT E/OF COLLEGEAVENUE, MANHATTAN&size=50",,40.747092,-73.972479
FJD2152,NY,PAS,8949833311,2021-09-22,17,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVaM3BOZWsxNFRWRTlQUT09&locationName=_____________________),Wednesday,2021,9,22,SUBN,2002,2411 Frederick Douglass B,"159 E 33RD STREET, 60FT N/OF FATHER ZEI,MANHATTAN","159 E 33rd St,60ft N/of Father Zei,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=159 E 33RD STREET, 60FT N/OF FATHER ZEI,MANHATTAN&size=50",,40.745501,-73.979252
HET3641,NY,PAS,8949837511,2021-10-15,17,06P,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVaM3BPZWxWNFRWRTlQUT09&locationName=_____________________),Friday,2021,10,15,4DSD,0,N W 114th St,"411 TOMPKINS AVENUE, 20FT S/OF E 178TH STREET, MANHATTAN","411 Tompkins Ave,20ft S/of E 178th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=411 TOMPKINS AVENUE, 20FT S/OF E 178TH STREET, MANHATTAN&size=50",,40.683493,-73.943724
HRZ3310,NY,PAS,8949974691,2021-06-23,14,06P,FIRE HYDRANT,NA,115,0,0,0,0,115,026,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVhek5PUkZrMVRWRTlQUT09&locationName=_____________________),Wednesday,2021,6,23,NA,NA,NA,"857 E 242ND STREET, 0FT W/OF 79TH ST,MANHATTAN","857 E 242nd St,0ft W/of 79th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=857 E 242ND STREET, 0FT W/OF 79TH ST,MANHATTAN&size=50",,40.90506,-73.846188
KLW5056,NY,PAS,8950135541,2021-06-19,8,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVSWHBPVkZVd1RWRTlQUT09&locationName=_____________________),Saturday,2021,6,19,NA,NA,NA,"142 SOUNDVIEW AVENUE, 100FT E/OF BROADWAY,MANHATTAN","142 Soundview Ave,100ft E/of Broadway,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=142 SOUNDVIEW AVENUE, 100FT E/OF BROADWAY,MANHATTAN&size=50",,40.808364,-73.853171
HHA7748,NY,PAS,8950298831,2021-10-31,10,15A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVTVFZQUkdkNlRWRTlQUT09&locationName=_____________________),Sunday,2021,10,31,NA,NA,NA,"2321 ADAM CLAYTON POWELL,30FT W/OF CONCOURSE,MANHATTAN","2321 Adam Clayton Powell,30ft W/of Concourse,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2321 ADAM CLAYTON POWELL,30FT W/OF CONCOURSE,MANHATTAN&size=50",,40.816178,-73.942603
